ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
283;;() Sexo socios fundadores;Sexo socios fundadores;;0
46388;00;(00) TOTAL;TOTAL;;1
46385;01;(01) Personas físicas, físicas y jurídicas;Personas físicas, físicas y jurídicas;46388;1
46387;020;(020) Solo personas jurídicas;Solo personas jurídicas;46388;2
46380;0102;(0102) Solo hombres;Solo hombres;46385;1
46381;0103;(0103) Solo mujeres;Solo mujeres;46385;2
46382;0104;(0104) Mayoría hombres;Mayoría hombres;46385;3
46383;0105;(0105) Mayoría mujeres;Mayoría mujeres;46385;4
46384;0106;(0106) Igual número de hombres y mujeres;Igual número de hombres y mujeres;46385;5
46386;02;(02) Solo personas jurídicas;Solo personas jurídicas;46387;1
_Z;No aplica;No aplica;No aplica;;
