ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
2485;Total;(Total) Naturaleza del gasto;Naturaleza del gasto;;0
215185;00;(00) Gastos internos;Gastos internos;;1
215177;10;(10) Gastos corrientes;Gastos corrientes;215185;1
215183;20;(20) Gastos de capital;Gastos de capital;215185;2
215186;NC0;(NC0) No consta;No consta;215185;3
215174;1;(1) Costes laborales de investigadores;Costes laborales de investigadores;215177;1
215175;2;(2) Costes laborales de técnicos y auxiliares;Costes laborales de técnicos y auxiliares;215177;2
215176;3;(3) Otros gastos corrientes;Otros gastos corrientes;215177;3
215178;NCGC;(NCGC) No consta gasto corriente;No consta gasto corriente;215177;4
215179;4;(4) Inversiones en instrumentos y equipos;Inversiones en instrumentos y equipos;215183;1
215180;5;(5) Inversiones en terrenos y edificios;Inversiones en terrenos y edificios;215183;2
215181;6;(6) Adquisición de software específico para I+D interna;Adquisición de software específico para I+D interna;215183;3
215182;7;(7) Otros productos de propiedad intelectual específicos para I+D;Otros productos de propiedad intelectual específicos para I+D;215183;4
215184;NCGCA;(NCGCA) No consta gasto de capital;No consta gasto de capital;215183;5
215187;NC;(NC) No consta;No consta;215186;1
_Z;No aplica;No aplica;No aplica;;
