TEMPORAL;CNAE09;ESTRATO_ASALARIADOS;TERRITORIO;TAMANOEMPRESA;INDICATOR;OBS_VALUE;FREQ
2011;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;23.503340371922686;A
2012;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;19.062031345524204;A
2013;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.82842458567642;A
2014;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.62062263968048;A
2015;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;31.864007115670802;A
2016;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.21607412907449;A
2017;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.205647800800534;A
2018;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.1415358059056;A
2019;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;27.840913965714208;A
2020;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;28.78416691645875;A
2008;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;13.573548379897693;A
2009;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;18.839498536643127;A
2010;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;19.81044019117264;A
2011;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;19.788715350346646;A
2012;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;10.349224187526584;A
2013;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;17.942402924945263;A
2014;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;24.458031382214735;A
2015;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.926895986414756;A
2016;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;27.460544043966173;A
2017;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;17.92475342990919;A
2018;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.2515724410381;A
2019;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;27.108288756807898;A
2020;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.538435935125555;A
2008;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;11.36664275851642;A
2009;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;16.201276894029178;A
2010;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;22.728153975881973;A
2011;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;20.2595546948799;A
2012;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;19.227621263952773;A
2013;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;16.71526038895646;A
2014;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;18.139811301936973;A
2015;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;22.949561880488844;A
2016;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;24.238501010675535;A
2017;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;38.778470582371675;A
2018;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;28.053497922547255;A
2019;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;21.460075117362035;A
2020;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;24.430705586873675;A
2008;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;25.107942125639166;A
2009;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.378967668505627;A
2010;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.726762978555875;A
2011;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.358588497537188;A
2012;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;22.539118666967724;A
2013;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.50805082432011;A
2014;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.002710634617607;A
2015;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;35.66103003335021;A
2016;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;31.197221343008643;A
2017;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;30.552864858988364;A
2018;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;33.26260299838461;A
2019;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;30.145041366;A
2020;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;28.819158512987585;A
2008;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.31400033980587;A
2009;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.30766094772029;A
2010;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.08455757366589;A
2011;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;30.50489358834859;A
2012;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;16.709249542745898;A
2013;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;35.08798917034205;A
2014;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;34.143445755339876;A
2015;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;39.100955132575336;A
2016;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.88024154626761;A
2017;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;31.350261655778866;A
2018;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;34.40928702820349;A
2019;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;25.83147414476985;A
2020;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;34.26889690217266;A
2008;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;21.25593475542546;A
2009;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;26.44405110799099;A
2010;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;27.29905397522576;A
2011;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;22.59887863396361;A
2012;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;28.109348321319715;A
2013;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;30.231860593132755;A
2014;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;24.359700089896656;A
2015;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.578313028606146;A
2016;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.75250379012194;A
2017;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;29.87537195106445;A
2018;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;32.28849906728298;A
2019;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;33.563472026939635;A
2020;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_COMP_COME_ELEC;24.76815373717818;A
2008;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;13.035009216303422;A
2009;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;15.7389035602529;A
2010;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;17.03440920440653;A
2011;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;17.226092018392656;A
2012;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;14.055595334026103;A
2013;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.46896832559954;A
2014;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;20.894071156825508;A
2015;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;27.05188211666037;A
2016;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;22.46186725936069;A
2017;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;23.258479316447875;A
2018;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;24.43132060582641;A
2019;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.820347003652387;A
2020;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.98186578904057;A
2008;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;9.43509690820848;A
2009;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;13.741748723546825;A
2010;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;13.209051848108647;A
2011;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;13.162920998545442;A
2012;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;4.173610528380707;A
2013;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;12.33531762434058;A
2014;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;14.760712565775226;A
2015;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.06758290577974;A
2016;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;17.99897534988655;A
2017;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;11.077985814051685;A
2018;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.501597668683907;A
2019;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.409485861147893;A
2020;7058;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.469168874929736;A
2008;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;7.57317145916289;A
2009;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;11.493344094435077;A
2010;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;12.026596354215068;A
2011;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;15.227663465712663;A
2012;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;15.178086164390377;A
2013;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;14.261862360841675;A
2014;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;10.780107331304075;A
2015;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.56853514986867;A
2016;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;16.6177742742685;A
2017;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;28.07282531894286;A
2018;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.706056398470217;A
2019;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;17.136205246498683;A
2020;7663;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.357558558706643;A
2008;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.788742735164995;A
2009;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.111640412920927;A
2010;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.04514143729139;A
2011;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.70946432209592;A
2012;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;17.698069147491754;A
2013;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.587956767879444;A
2014;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;24.76761067972243;A
2015;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;31.46002752300569;A
2016;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;25.646254238241777;A
2017;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.18734825418337;A
2018;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.862161554469143;A
2019;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;24.14879645890962;A
2020;7716;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;22.98808283772739;A
2008;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;24.200609579238225;A
2009;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;16.337138553659667;A
2010;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;22.435300736036382;A
2011;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;23.39841261127846;A
2012;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;12.792397875815812;A
2013;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;27.56718780588072;A
2014;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;30.593829764066754;A
2015;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;35.33921783291621;A
2016;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.1325846903793;A
2017;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.272051728920303;A
2018;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;28.78193523183732;A
2019;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;20.67760213901911;A
2020;7859;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;25.064585355733026;A
2008;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;15.748250964858276;A
2009;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.643998118765587;A
2010;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.806323382272115;A
2011;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;16.3644680024116;A
2012;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;22.385261091211326;A
2013;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;25.724015144541518;A
2014;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;19.505484542271397;A
2015;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;27.983659407986767;A
2016;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;25.228784418600934;A
2017;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.115381570040963;A
2018;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;25.231320767190407;A
2019;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;26.89966053140904;A
2020;7888;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_1PCT_COMP_TOTA;21.444536888051275;A
2008;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;11.130211099684658;A
2009;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;15.000903997950024;A
2010;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;16.216765267850683;A
2011;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;16.56643654209837;A
2012;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;12.91833870065891;A
2013;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;20.1841612876816;A
2014;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;18.821293238865124;A
2015;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;24.488815431571382;A
2016;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;20.36358672612529;A
2017;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;20.1177203290911;A
2018;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;21.333230471884885;A
2019;6949;38282;ES61;38435;PCT_EMPR_CUYA_COMP_COME_ELEC_SON_GE_2PCT_COMP_TOTA;19.402986708364995;A
