ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
985;;() Relación residencia anterior;Relación residencia anterior;;0
61638;00;(00) TOTAL;TOTAL;;1
61632;10;(10) Residencia ambos cónyuges distinta a la del matrimonio;Residencia ambos cónyuges distinta a la del matrimonio;61638;1
61635;23;(23) Residencia uno de los cónyuges distinta a la del matrimonio;Residencia uno de los cónyuges distinta a la del matrimonio;61638;2
61637;40;(40) Residencia ambos cónyuges igual a la del matrimonio;Residencia ambos cónyuges igual a la del matrimonio;61638;3
61639;NC0;(NC0) No consta;No consta;61638;4
61631;1;(1) Residencia ambos cónyuges distinta a la del matrimonio;Residencia ambos cónyuges distinta a la del matrimonio;61632;1
61633;2;(2)  Residencia c1 distinta a la del matrimonio; Residencia c1 distinta a la del matrimonio;61635;1
61634;3;(3) Residencia c2 distinta a la del matrimonio;Residencia c2 distinta a la del matrimonio;61635;2
61636;4;(4) Residencia ambos cónyuges igual a la del matrimonio;Residencia ambos cónyuges igual a la del matrimonio;61637;1
61640;NC;(NC) No consta;No consta;61639;1
_Z;No aplica;No aplica;No aplica;;
